id,name,description,xrefs,parents
CL_0002162,internal epithelial cell of tympanic membrane,An extremely flattened cell type found on the inner side of the tympanic membrane. The surface of this cell type carries sparse pleomorphic microvilli that are more common near the junctional zones.,FMA:70626,BFO:0000050 some UBERON:0002364|CL:0002076
CL_0002163,internal pillar cell of cochlea,A rod-shpaed cell that forms a single row adjacent to and supporting the inner hair cells.,FMA:75722|FMA:75726,CL:1000191
CL_0002164,external pillar cell of cochlea,A rod-shaped cell found in 3 or 4 rows that lie adjacent to and support the outer hair cells.,FMA:75727,CL:1000191
CL_0002165,phalangeal cell,A supporting cell that is attached to the basement membrane and forms rows that support the hair cells.,FMA:79800,CL:0002490
CL_0002166,epithelial cell of Malassez,An epithelial cell that remains from the disintegration of the epithelial root sheath involved in the development of teeth.,FMA:62987,BFO:0000050 some UBERON:0011595|CL:0002159|CL:0002251
CL_0002167,olfactory epithelial cell,A specialized cell involved in sensory perception of smell.,FMA:67870,CL:0000098|CL:0000710|RO:0002215 some GO:0050911
CL_0002168,border cell of cochlea,A border cell is a slender columnar cell on the medial portion of the basilar membrane.,FMA:79798,CL:0002315
CL_0002169,basal cell of olfactory epithelium,An epithelial cell located on the basal lamina of the olfactory epithelium.,FMA:62303,BFO:0000050 some UBERON:0001997|CL:0002167|CL:0002319
CL_0002170,keratinized cell of the oral mucosa,A keratinized cell located in the hard palate or gingiva.,,BFO:0000050 some UBERON:0003729|CL:0000237|CL:0002251|CL:0002336
CL_0002171,globose cell of olfactory epithelium,"A rounded or elliptical epithelial cell, with pale-staining open face nucleus and pale cytoplasm rich in free ribosomes and clusters of centrioles; form a distinct basal zone spaced slightly from the basal surface of the epithelium.",FMA:67874,CL:0002169
CL_0002172,interdental cell of cochlea,"A long, spindle-shaped supporting cells arranged in parallel rows that secretes components of the tectorial membrane and potassium ions into the endolymph.",FMA:79797,BFO:0000050 some UBERON:0002276|CL:0002315
CL_0002173,extraglomerular mesangial cell,"A cell that is a specialized type of pericyte providing structural support for the capillary loops of kidney. A flat, elongated cell with extensive fine cytoplasmic processes found outside the kidney glomerulus near the macula densa and bound laterally by afferent and efferent arterioles. Being phagocytic, this cell participates in the continuous turnover of the basal lamina by removing its outer portion containing residues of filtration, while the lamina is renewed on its inner surface by the endothelial cells.",FMA:84143|KUPO:0001033,BFO:0000050 some UBERON:0002321|CL:0000650|CL:1000618|CL:1001318
CL_0002174,follicular cell of ovary,A cell within the follicle of an ovary.,EMAPA:31247|FMA:70589,CL:0000500|CL:0002078
CL_0002175,primary follicular cell of ovary,A cell within the primary follicle of the ovary.,FMA:70590,CL:0002174
CL_0002176,secondary follicular cell of ovary,A cell of a secondary follicile within the ovary.,FMA:70591,CL:0002174
CL_0002177,folliculostellate cell of pars distalis of adenohypophysis,A supporting cell of the anterior pituitary gland involved in trophic and catabolic processes; expresses a broad spectrum of cytokeratins indicative of their epithelial nature.,FMA:83102,BFO:0000050 some UBERON:0006964|CL:0000642|CL:0000710|CL:0002319|CL:2000004
CL_0002178,epithelial cell of stomach,An epithelial cell found in the lining of the stomach.,FMA:62948,BFO:0000050 some UBERON:0000945|CL:0002251
CL_0002179,foveolar cell of stomach,An epithelial cell within one of the pits in the embryonic gastric mucosa from which the gastric glands develop .,FMA:86552,CL:0002178
CL_0002180,mucous cell of stomach,A mucous cell in the epithelium of the stomach.,FMA:63464,BFO:0000050 some UBERON:0001199|CL:0002659
CL_0002181,mucous neck cell of gastric gland,A neck cell that secretes mucus within the stomach. Its products are distinct histochemically from those of the surface mucous cells of stomach.,FMA:62954,BFO:0000050 some UBERON:0000325|CL:0000152|CL:0000651|CL:0002180
CL_0002182,surface mucosal cell of stomach,"A simple columnar cell that populates the entire luminal surface including the gastric pits. This cell types secrete mucus to form a thick protective, lubricant layer over the gastric wall.",FMA:62949,CL:0000319|CL:0002180
CL_0002183,stem cell of gastric gland,"A stomach epithelial cell that is olumnar in form with a few short apical microvilli; relatively undifferentiated mitotic cell from which other types of gland are derived; few in number, situated in the isthmus region of the gland and base of the gastric pit.",FMA:62953,BFO:0000050 some UBERON:0000325|CL:0000048|CL:0000152|CL:0002180
CL_0002184,basal proper cell of olfactory epithelium,A flat or angular epithelial cell with condensed nuclei and darkly staining cytoplasm containing numerous intermediate filaments inserted into desmosomes contacting surrounding supporting cells; lie in contact with the basal lamina of olfactory epithelium.,FMA:62304,CL:0002169
CL_0002185,,,,
CL_0002186,,,,
CL_0002187,basal cell of epidermis,"A basally situated, mitotically active, columnar-shaped keratinocyte attached to the basement membrane.",FMA:70571,CL:0000312|CL:0000646|CL:0011026|CL:1000428
CL_0002188,glomerular endothelial cell,"An endothelial cell found in the glomerulus of the kidney. This cell is flattened, highly fenestrated, and plays a vital role in the formation of glomerular ultrafiltrate.",BTO:0004632|FMA:70970,CL:0000115|CL:0000666|CL:1000746
CL_0002189,granular cell of epidermis,A keratinocyte of the epidermis that is characterized by containing granules of keratohyalin and lamellar granules.,FMA:70543,CL:0000312
CL_0002190,squamous cell of epidermis,A flat keratinocyte immediately below the cornified layer.,FMA:86925,CL:0000312
CL_0002191,granulocytopoietic cell,A cell involved in the formation of a granulocyte.,FMA:83519,CL:0000839|RO:0002215 some GO:0030851
CL_0002192,metamyelocyte,"A eosinophil precursor in the granulocytic series, being a cell intermediate in development between a myelocyte and a band form cell. The nucleus becomes indented where the indentation is smaller than half the distance to the farthest nuclear margin; chromatin becomes coarse and clumped; specific granules predominate while primary granules are rare.",FMA:83541,CL:0000763|CL:0002191|RO:0002202 some CL:0002193
CL_0002193,myelocyte,A cell type that is the first of the maturation stages of the granulocytic leukocytes normally found in the bone marrow. Granules are seen in the cytoplasm. The nuclear material of the myelocyte is denser than that of the myeloblast but lacks a definable membrane. The cell is flat and contains increasing numbers of granules as maturation progresses.,BTO:0000734|FMA:83525,CL:0000763|CL:0002191|RO:0002202 some CL:0000836
CL_0002194,monopoietic cell,A cell involved in the formation of a monocyte (monopoiesis).,FMA:83552,CL:0000839|RO:0002215 some GO:0030224
CL_0002195,hepatic stem cell,"A stem cell that can give rise to the cells of the liver. The term usually refers to the self-renewing pool of hepatocyte precursors in the adult liver (differently from 'hepatoblast', often used for fetal precursors of hepatocytes).",FMA:86577,BFO:0000050 some UBERON:0002107|CL:0000048
CL_0002196,hepatic oval stem cell,A transient hepatic stem cell observed after liver injury with a high nuclear to cytoplasm ratio that can differentiate into mature hepatocytes and bile duct cells. Arises from more than one tissue.,BTO:0004270|FMA:86576,BFO:0000050 some UBERON:0002107|CL:0011026
CL_0002197,inactive chief cell of parathyoid gland,"A parathyroid chief cell that is not actively secreting hormone. Contains small Golgi complexes with only a few grouped vesicles and membrane-bound secretory granules; glycogen and many lipofuscin granules abound but sacs of granular endoplasmic reticulum are rare and dispersed. In normal humans, inactive chief cells out number active chief cells in a ratio of 3-5:1.",,CL:0000446
CL_0002198,oncocyte,"A large epithelial cell with an extremely acidophilic and granular cytoplasm, containing vast numbers of mitochondria; such cells may undergo neoplastic transformation. From the Greek word onkos meaning swelling, this cell type is found in parathyroid, salivary and thyroid glands.",FMA:67606|MESH:D024862,CL:0002076
CL_0002199,oxyphil cell of parathyroid gland,An oncocyte located in the parathyroid gland.,FMA:69084,CL:0002198|CL:0002260
CL_0002200,oxyphil cell of thyroid,An oncocyte located in the thyroid.,FMA:87169,CL:0002198|CL:0002257
CL_0002201,renal beta-intercalated cell,A renal intercalated cell that secretes base and reabsorbs acid in the distal segments of the kidney tubule to maintain acid/base balance.,,CL:0005010
CL_0002202,epithelial cell of tracheobronchial tree,An epithelial cell of the tracheobronchial tree.,FMA:66816,BFO:0000050 some UBERON:0007196|CL:0002632
CL_0002203,brush cell of epithelium proper of large intestine,Brush cell found in the epithelial layer of the colon.,FMA:263222,CL:0002253|CL:0019032
CL_0002204,brush cell,"A cell type found in the gastrointestinal and respiratory tracts that is characterized by the presence of a tuft of blunt, squat microvilli (120-140 per cell). Function of this cell type is not known.",FMA:67978,CL:0002076
CL_0002205,brush cell of lobular bronchiole,A brush cell found in the epithelium of lobular bronchiole.,FMA:263220,BFO:0000050 some UBERON:0002051|CL:0000082|CL:0002208
CL_0002206,brush cell of terminal bronchiole,A brush cell of the epithelium in the terminal bronchiole.,FMA:263228,BFO:0000050 some UBERON:0001958|CL:0002205
CL_0002207,brush cell of trachea,Brush cell of the epithelium in the trachea.,FMA:263224,BFO:0000050 some UBERON:0001901|CL:0000307|CL:0002075
CL_0002208,brush cell of bronchus,A brush cell found in the epithelium of bronchus.,FMA:263226,CL:0002075|CL:0002328
CL_0002209,intermediate epitheliocyte,An epithelial cell present in the trachea and bronchi; columnar in shape; generally lack cilia; immature forms of ciliated or secretory cells which have been formed from stem cells.,FMA:69060,CL:0002202
CL_0002210,red muscle cell,A slow muscle cell that contains high levels of myoglobin and oxygen storing proteins giving the cell a red appearance.,FMA:84448,CL:0008046
CL_0002211,type I muscle cell,"A slow muscle cell that has large amounts of myoglobin, stores energy as triglycerides, generates ATP by the oxidative method and is resistant to fatigue.",BTO:0001812|CALOHA:TS-0940|FMA:84413,CL:0000189|CL:0002210
CL_0002212,type II muscle cell,A fast muscle fiber cell that stores energy in the form of glycogen and creatine phosphate.,BTO:0001813|FMA:84414,CL:0000190
CL_0002213,white muscle cell,A muscle cell with low content of myoglobin and other oxygen storing proteins. This muscle cell has a white appearance.,FMA:84449,CL:0000190
CL_0002214,type IIa muscle cell,"A type II muscle cell that contains large amounts of myoglobin, has many mitochondria and very many blood capillaries. Type II A cells are red, have a very high capacity for generating ATP by oxidative metabolic processes, split ATP at a very rapid rate, have a fast contraction velocity and are resistant to fatigue.",BTO:0001813|FMA:84415,CL:0002210|CL:0002212
CL_0002215,type IIb muscle cell,"A type II muscle cell that contains a low content of myoglobin, relatively few mitochondria, relatively few blood capillaries and large amounts of glycogen. Type II B fibres are white, geared to generate ATP by anaerobic metabolic processes, not able to supply skeletal muscle fibres continuously with sufficient ATP, fatigue easily, split ATP at a fast rate and have a fast contraction velocity.",FMA:84416,CL:0002212|CL:0002213
CL_0002216,intermediate muscle cell,An intermediate muscle cell that has characteristics of both fast and slow muscle cells.,FMA:84450,CL:0008046
CL_0002217,intermediate trophoblast cell,A trophoblast that leaves the placenta and invades the endometrium and myometrium. This cell type is crucial in increasing blood flow to the fetus.,BTO:0002366|FMA:86564,CL:0000351
CL_0002218,immature dendritic epithelial T cell precursor,"A double negative thymocyte that has a T cell receptor consisting of a gamma chain that has as part a Vgamma3 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-positive. This cell-type is found in the fetal thymus with highest numbers occurring at E17-E18.",,CL:0002404
CL_0002219,anchoring trophoblast,A trophoblast found at the junction of the placenta. This cell type makes a unique fibronectin-trophouteronectin junction that helps mediate attachment of the placenta to the uterus. This cell type is also found junction of the chorion layer of the external membranes and the decidua.,,CL:0000351
CL_0002220,interstitial cell of pineal gland,A cell located between the pinealocytes.,FMA:86575,CL:0000710
CL_0002221,keratinized squamous cell of esophagus,A squamous cell that has keratin in the esophagus.,FMA:86549,CL:0000237|CL:0002252
CL_0002222,vertebrate lens cell,"A cell comprising the transparent, biconvex body separating the posterior chamber and vitreous body, and constituting part of the refracting mechanism of the mammalian eye.",FMA:70950,BFO:0000050 some UBERON:0000965|CL:0000066|CL:0000306|CL:0002371
CL_0002223,anterior lens cell,A cell of the transparent layer of simple cuboidal epithelium over the anterior surface of the lens; transform into lens fiber(s).,FMA:63181,CL:0002224
CL_0002224,lens epithelial cell,"A cell of the cuboidal epithelium that covers the lens. The cells of the lens epithelium regulate most of the homeostatic functions of the lens. As ions, nutrients, and liquid enter the lens from the aqueous humor, Na+/K+ ATPase pumps in the lens epithelial cells pump ions out of the lens to maintain appropriate lens osmolarity and volume, with equatorially positioned lens epithelium cells contributing most to this current. The activity of the Na+/K+ ATPases keeps water and current flowing through the lens from the poles and exiting through the equatorial regions. The cells of the lens epithelium also serve as the progenitors for new lens fibers. It constantly lays down fibers in the embryo, fetus, infant, and adult, and continues to lay down fibers for lifelong growth.",FMA:67559,BFO:0000050 some UBERON:0001803|CL:0000075|CL:0002222
CL_0002225,secondary lens fiber,A lens fiber cell that develops from primary lens fiber; located towards the center of lens; cell organelles are normally degraded or in the process of being degraded.,,CARO:0000000|CL:0011004|RO:0002202 some CL:0002228
CL_0002226,non-nucleated secondary lens fiber,A secondary lens fiber cell that lacks a nucleus.,FMA:67561,CL:0002225|RO:0002202 some CL:0002227
CL_0002227,nucleated secondary lens fiber,A secondary fiber cell that contains a nucleus.,FMA:70949,CL:0002225
CL_0002228,primary lens fiber,"An elongating cell that rapidly obliterates the lumen of the lens vesicle. Subsequently, differentiation of this cell type at the lens equator leads to the formation of secondary fiber cells that come to overlie the primary fibers.",FMA:70613,CARO:0000000|CL:0011004|RO:0002202 some CL:0002223
CL_0002229,light chief cell of parathyroid gland,A chief cell that is bigger than dark chief cells and has a larger and lighter nucleus and a cytoplasm with few granules.,FMA:69079,CL:0000446
CL_0002230,,,,
CL_0002231,epithelial cell of prostate,An epithelial cell of the prostate.,FMA:256163|FMA:66817,BFO:0000050 some UBERON:0002367|CL:0002076
CL_0002232,epithelial cell of prostatic duct,An epithelial cell of prostatic duct.,FMA:74224,BFO:0000050 some UBERON:0002485|CL:0000072|CL:0002231
CL_0002233,epithelial cell of prostatic acinus,An epithelial cell of the prostatic acinus.,FMA:74223,BFO:0000050 some UBERON:0004179|CL:0002231
CL_0002234,basal cell of prostatic acinus,A cell of the basal layer of the epithelium in the prostatic acinus.,FMA:74265,CL:0002233|CL:0002341
CL_0002235,luminal cell of prostatic acinus,A cell of the luminal layer of the epithelium in the prostatic acinus.,FMA:74266,CL:0002233|CL:0002340
CL_0002236,basal epithelial cell of prostatic duct,A cell that constitutes the basal layer of epithelium in the prostatic duct.,FMA:74226,BFO:0000050 some UBERON:0002485|CL:0000068|CL:0002341
CL_0002237,luminal epithelial cell of prostatic duct,A cell that constitutes the luminal layer of epithelium of prostatic duct.,FMA:74225,BFO:0000050 some UBERON:0002485|CL:0000068|CL:0002340
CL_0002238,male gonocyte,A primordial germ cell that is destined to become a male germ cell.,EHDAA2:0001053|EMAPA:18686|FMA:84771|VHOG:0000662,BFO:0000050 some UBERON:0000473|CL:0000670
CL_0002239,ooblast,A primordial cell from which an oocyte (ovum) ultimately is developed.,EHDAA2:0000505|EMAPA:17965|FMA:84772|ISBN:0721662544|VHOG:0000661,BFO:0000050 some UBERON:0000992|CL:0000670
CL_0002240,marrow fibroblast,A fibroblast in the bone marrow.,FMA:84377,CL:0000057|CL:0002092
CL_0002241,pulmonary interstitial fibroblast,A fibroblasts found in interstitial spaces in the pulmonary tract. Greater numbers of these cells are found in idiopathic pulmonary fibrosis.,FMA:84467,BFO:0000050 some UBERON:0001004|CL:0000057|CL:4030031
CL_0002242,nucleate cell,A cell containing at least one nucleus.,FMA:67513,CL:0000003|RO:0000053 some PATO:0002505
CL_0002243,smooth muscle cell of sphincter of pupil,"A circular smooth muscle cell of the iris, innervated by the ciliary nerves (parasympathetic), and acting to contract the pupil. This muscle cell derives from neuroectoderm. This smooth muscle cell results from transformation of epithelial cells to smooth muscle cells.",FMA:70611,BFO:0000050 some UBERON:0001607|CL:0000358|RO:0002202 some CL:0000133
CL_0002244,squamous cell of ectocervix,A nonstratified squamous cell located in the ectocervix.,FMA:86483,CL:0000076|CL:0002149
CL_0002246,peripheral blood stem cell,A hematopoeitic stem cell found in the blood. Normally found in very limited numbers in the peripheral circulation (less than 0.1% of all nucleated cells).,BTO:0002669|FMA:86711|MESH:D000072916,BFO:0000050 some UBERON:0000178|CL:0000037|CL:0000080
CL_0002247,pleural macrophage,A tissue macrophage that is in the pleural space.,FMA:83024,CL:0000864
CL_0002248,pluripotent stem cell,"A pluripotent stem cell has the ability to form cells from all three germ layers (ectoderm, mesoderm, and endoderm). However, unlike totipotent stem cells, they cell can not generate all the cells of the whole organism such as placenta.",FMA:70570|MESH:D039904,CL:0000723
CL_0002249,primitive cardiac myocyte,A stem cell that can differentiate into a cardiac myocyte.,FMA:75620,CL:0000035|CL:0002078
CL_0002250,intestinal crypt stem cell,A cell that is found in a zone occupying the bottom region of the crypt; provide the source of most of the cell types of the intestinal epithelium; proliferate by mitotic division; differentiates into columnar or goblet cells.,FMA:63379,BFO:0000050 some UBERON:0001983|CL:0000048|CL:0002563
CL_0002251,epithelial cell of alimentary canal,An epithelial cell of the musculomembranous digestive tube extending from the mouth to the anus.,,BFO:0000050 some UBERON:0001555|CL:0002076
CL_0002252,epithelial cell of esophagus,An epithelial cell of the esophagus.,FMA:63071,BFO:0000050 some UBERON:0001043|CL:0002251
CL_0002253,epithelial cell of large intestine,An epithelial cell of the large intestine.,BTO:0004297|FMA:256157,BFO:0000050 some UBERON:0000059|CL:0002563
CL_0002254,epithelial cell of small intestine,An epithelial cell of the small intestine.,FMA:256159,BFO:0000050 some UBERON:0002108|CL:0002563
CL_0002255,stromal cell of endometrium,"Connective tissue cells of the endometrium, these cells are fibroblastic in appearance. During decidualization they tranform into decidual (stromal) cells, swellling up and adopt an epithelial cell-like appearance due to the accumulation of glycogen and lipid droplets.",CALOHA:TS-1266|FMA:86490,BFO:0000050 some UBERON:0001295|CL:0000499
CL_0002256,supporting cell of carotid body,A supportive cell that has characteristics of glial cell. Processes of this cell envelope the junctions between glomus cells and nerve endings.,FMA:84188,CL:0000630|CL:0000710
CL_0002257,epithelial cell of thyroid gland,An epithelial cell of thyroid gland.,FMA:256167|MESH:D000072637,BFO:0000050 some UBERON:0002046|CL:0000150|CL:0002076
CL_0002258,thyroid follicular cell,"A cell type that varies from squamous to columnar, depending on their activity with microvillus directed luminally. This cell produces and secretes thyroid hormones.",BTO:0003736|CALOHA:TS-1285|FMA:68782,CL:0002257
CL_0002259,neuroepithelial stem cell,The stem cell from which glial precursor cell arises from.,FMA:87171,CL:0000723
CL_0002260,epithelial cell of parathyroid gland,An epithelial cell of the parathyroid gland.,FMA:70547,CL:0002076|CL:1001593
CL_0002261,endothelial cell of viscerocranial mucosa,An endothelial cell found in the mucosa associated with the facial skeleton.,FMA:70627,CL:0002076
CL_0002262,endothelial cell of sinusoid,An endothelial cell that lines any of the venous cavities through which blood passes in various glands and organs such as the spleen and liver.,FMA:63134,BFO:0000050 some UBERON:0003909|CL:0000115
CL_0002263,transitional cell of parathyroid gland,"One of three types of epithelial cells that populate the parathyroid gland; cytological characteristics intermediate between those of the chief cell and of the oxyphil cell. Because only one hormone is produced, the three cell forms are widely believed to be different phases in the life cycle of a single cell type, with the chief cell being its physiologically active stage.",FMA:69324,CL:0002260
CL_0002264,type A cell of stomach,A type of enteroendocrine cell found in the stomach that secretes glucagon.,FMA:83411,CL:0002067|CL:0002659
CL_0002265,type D cell of colon,A D cell located in the colon.,FMA:268744,CL:0000502|CL:0009042
CL_0002266,type D cell of small intestine,A type D cell of the small intestine.,FMA:268736,CL:0000502|CL:0009006
CL_0002267,type D cell of stomach,A type D cell found in the stomach.,FMA:83410,CL:0000502|CL:0002659
CL_0002268,P/D1 enteroendocrine cell,An enteroendocrine cell that stores and secretes Ghrelin.,FMA:63207|FMA:63418,CL:0000164|CL:0002269
CL_0002269,vasoactive intestinal peptide secreting cell,An endocrine cell that secretes vasoactive intestinal peptide.,,CL:0000167
CL_0002270,type EC2 enteroendocrine cell,A type EC enteroendocrine cell in the duodenum and jejunum that stores and secretes motilin and 5-hydroxytryptamine.,FMA:62941,CL:0000577|CL:0002272
CL_0002271,type EC1 enteroendocrine cell,A type EC enteredocrine cell in the intestines that stores and secretes substance P and 5-hydroxytryptamine.,FMA:62940,CL:0000505|CL:0000577
CL_0002272,motilin secreting cell,"A cell that secretes motilin, a gastric hormone that at low pH inhibits gastric motor activity, whereas at high pH has a stimulating effect.",,CL:0000167
CL_0002273,type ECL enteroendocrine cell,A type EC enteroendocrine cell type that is numerous in the fundus of the stomach; stores 5-hydroxytryptamine and histamine.,FMA:63208,CL:0000577|CL:0002274
CL_0002274,histamine secreting cell,A cell type that secretes histamine.,,CL:0000457|RO:0002215 some GO:0001821
CL_0002275,pancreatic PP cell,A PP cell located in the islets of the pancreas.,BTO:0000805|FMA:70588|MESH:D050418,BFO:0000050 some UBERON:0000006|CL:0000083|CL:0000696|CL:0008024
CL_0002277,type I enteroendocrine cell,"An enteroendocrine cell commonest in the duodenum and jejunum, rare in ileum, that secretes cholecystokinin. This cell type is involved in the regulation of digestive enzymes and bile.",FMA:62937,CL:0000164|CL:0000167
CL_0002278,GIP cell,An enteroendocrine cell of duodenum and jejunum that produces gastric inhibitory peptide.,FMA:62942,CL:0000167|CL:0009006
CL_0002279,type L enteroendocrine cell,"A enteroendocrine cell type that is numerous in ileum, present in jejunum and large intestine, few in duodenum. This cell type produces glucagon-like immunoreactants (glicentin, glucagon-37, glucagon-29, GLP-1 and -2) and PYY.",FMA:62944,CL:0000164|CL:0000167
CL_0002280,type N enteroendocrine cell,An enteroendocrine cell found in the ileum and jejunum that produces neurotensin.,FMA:62943,CL:0000164|CL:0000167
CL_0002281,type S enteroendocrine cell,"Scattered in duodenojejunal mucosa, this enteroendocrine cell secretes secretin and serotonin.",FMA:62936,CL:0000164|CL:0000167|CL:0000458
CL_0002282,type TG enteroendocrine cell,An enteroendocrine cell which produces a gastrin- and cholecystokinin-like peptide. The apical microvilli-rich plasma membrane is in open contact with the small intestine mucosa. This cell type is devoid of gastrin-17 but contains other fragments of the gastrin polypeptide.,FMA:63421,CL:0000164|CL:0000509
CL_0002283,ecto-epithelial cell of viscerocranial mucosa,An epithelial cell of the mucosa associated with facial skeleton.,FMA:70581,CL:0002159
CL_0002284,type X enteroendocrine cell,An enteroendocrine cell found in the fundus and pylorus; this cell type has dense round secretory granules that contain ghrelin.,FMA:63209,CL:0000164|CL:0005018
CL_0002285,type III taste bud cell,A taste receptor cell that is characterized by morphologically identifiable synaptic contacts with the gustatory nerve fibers and expression of the synaptic membrane protein-25 (SNAP-25) and NCAM.,FMA:67940,CL:0000048|CL:0000209
CL_0002286,type II taste cell,"A taste receptor cell that has a short microvilli, a projecting apical region, a large rounded nucleus, and expresses taste chemoreceptors thus making them the transducing cell for taste qualities.",FMA:62381,CL:0000209
CL_0002287,type IV taste receptor cell,"A rounded, mitotically active stem cell which is the source of new cells of the taste bud; located basally.",FMA:62380,CL:0000034|CL:0000209
CL_0002288,type V taste receptor cell,A cell type that forms the boundary with the surrounding epithelium.,FMA:67941,CL:0000209
CL_0002289,type I taste bud cell,"A densely staining taste receptor cell that contains many dense vacuoles in their apical regions which project into the apical space and bear microvilli. This cell type serves as a supporting cell by surrounding and isolating the other cell types from each other; secrete a dense amorphous material that surrounds the microvilli in the taste pore. This cell type expresses a glial glutumate transporter, GLAST.",FMA:62356,CL:0000209|CL:0000703
CL_0002290,Y chromosome-bearing sperm cell,A sperm bearing a Y chromosome. Chromosomal and genetic sex is established at fertilization in mammals and depends upon whether an X-bearing sperm or a Y-bearing sperm fertilizes the X-bearing ovum.,FMA:84058,CL:0000019
CL_0002291,X chromosome-bearing sperm cell,A sperm bearing an X chromosome. Chromosomal and genetic sex is established at fertilization in mammals and depends upon whether an X-bearing sperm or a Y-bearing sperm fertilizes the X-bearing ovum.,FMA:84057,CL:0000019
CL_0002292,type I cell of carotid body,A round or oval neuroepithelial cell that contacts other type I cells or capillaries. They occur in clusters that are surrounded by sheath cells (type-II cells) in the carotid body. This cell type is capable of secreting a number of neurotransmitters.,FMA:84186,CL:0000710
CL_0002293,epithelial cell of thymus,"An epithelial cell of the thymus. Epithelial reticular cells are pleomorphic, stellate, non-phagocytic cells which seem to be supportive in function and are held together by desmosomes. They replace the fibroblastoid reticular cells found in other lymphoid organs. Other epithelial cells in the medulla have the ultrastructure of secretory cells. Although different epithelial cells throughout the thymus appear alike by light microscopy their ultrastructure and function varies.",CALOHA:TS-1040|FMA:72208,BFO:0000050 some UBERON:0002370|CL:0002076
CL_0002294,type-1 epithelial cell of thymus,An epithelial cell with a well defined Golgi apparatus that makes up the continuous layer of cells bordering the thymic tissue beneath the capsule.,FMA:72209,CL:0002364
CL_0002295,type-6 epithelial cell of thymus,"A thymic epithelial cell that has an eccentric, round, or irregularly shaped hetero or euchromatic nucleus. The hallmark of this cell type is the presence of vacuoles, which are clustered in one area of the cytoplasm in the vicinity of the nucleus. The vacuoles are small and acquire a grape-like form, occasionally showing delicate internal microvillous projections.",FMA:72214,CL:0002365
CL_0002296,type-4 epithelial cell of thymus,An epithelial cell with high nuclear and cytoplasmic electron-density. This cell type is found in the deeper portions of the cortex but is more abundant in the medulla of the thymus.,FMA:72212,CL:0002364|CL:0002365
CL_0002297,type-3 epithelial cell of thymus,"A thymic epithelial cell with moderate nuclear and cytoplasmic electron-density. Scattered in the cortex, this cell type is predominant in the mid and deep cortex.",FMA:72211,CL:0002364
CL_0002298,type-5 epithelial cell of thymus,"A thymic epithelial cell type with low nuclear and cytoplasmic electrondensity; has a round, euchromatic nucleus and occurs in small groups at the corticomedullary junction or scattered singly in the medulla.",FMA:72213,CL:0002365
CL_0002299,type-2 epithelial cell of thymus,"An epithelial cell scattered in the cortex, predominant in the outer cortex with a large pale nucleus and a prominent nucleolus.",FMA:72210,CL:0002364
CL_0002300,type-7 epithelial cell of thymus,"A small medullary thymic epithelial cell with a spindle shape, often arranged in groups and connected to each other by large desmosomes and interdigitations. The cytoplasm is sparse, with scanty organelles and thick bundles of cytokeratin.",,CL:0002365
CL_0002301,type B synovial cell,"A resident stromal cell located in the synovial membrane and responsible for the production of immune-related cytokines and chemokines. This cell type secretes glycoproteins and hyaluronic acid, has abundant granular endoplasmic reticulum, but contains fewer vacuoles and vesicles.",BTO:0003652|FMA:66788,BFO:0000040|BFO:0000050 some UBERON:0002018|CL:0000214|CL:0000499|RO:0002215 some GO:0030213|RO:0003000 some UBERON:0001090
CL_0002302,type A synovial cell,"A synovial cell that is macrophage-like, characterized by surface ruffles or lamellipodia, plasma membrane invaginations and associated micropinocytotic vesicles, Golgi apparatus and little granular endoplasmic reticulum.",FMA:66787,BFO:0000050 some UBERON:0002018|CL:0000214|CL:0000234|RO:0001000 some CL:0000842
CL_0002303,pigmented ciliary epithelial cell,"A ciliated epithelial cell of the retina, this cell type uptakes sodium chloride and passes it to non-pigmented ciliary epithelial cells.",FMA:70606,CL:0000529|CL:0005012
CL_0002304,non-pigmented ciliary epithelial cell,A multi-ciliated cell of the retina that lacks visual pigment and contributes to aqueous humor by secreting chloride ions. This cell type maintains gap junctions with pigmented epithelial cells.,FMA:70607,CL:0000710|CL:0005012
CL_0002305,epithelial cell of distal tubule,"An epithelial cell of the distal convoluted tubule of the kidney that helps regulate systemic levels of potassium, sodium, calcium, and pH.",FMA:62125|FMA:70981|KUPO:0001055,BFO:0000050 some UBERON:0004135|CL:0002078|CL:1000494|CL:1000615
CL_0002306,epithelial cell of proximal tubule,An epithelial cell of the proximal tubule of the kidney.,FMA:62125|FMA:70973|KUPO:0001044,BFO:0000050 some UBERON:0004134|CL:0000239|CL:0002078|CL:1000494|CL:1000615
CL_0002307,brush border cell of the proximal tubule,A brush border epithelial cell located in the proximal tubule of the kidney that detects fluid flow.,,CL:0002306
CL_0002308,epithelial cell of skin gland,An epithelial cell of a skin gland.,FMA:70657,BFO:0000050 some UBERON:0002419|CL:0002159
CL_0002309,corticotroph,"A basophil chromphil cell of the anterior pitiutary gland that produce adrenocorticotropic hormone, melanocyte-stimulating hormone and lipotropin. This cell type is irregular in shape and has short dendritic processes which are inserted among other neighboring cells;",BTO:0002509|FMA:83098|MESH:D052680,CL:0000467|CL:0000639
CL_0002310,mammosomatotroph,An acidophil cell of the anterior pituitary gland that produces both prolactin and growth hormone.,FMA:83097,CL:0000295|CL:0000439|CL:0000638
