id,name,description,xrefs
CL_0002161,superficial external epithelial cell of tympanic membrane,A cell type found on the superficial layer of the external side of the tympanic membrane. This cell-type lacks a nucleus.,
CL_0002170,keratinized cell of the oral mucosa,A keratinized cell located in the hard palate or gingiva.,
CL_0002201,renal beta-intercalated cell,A renal intercalated cell that secretes base and reabsorbs acid in the distal segments of the kidney tubule to maintain acid/base balance.,
CL_0002218,immature dendritic epithelial T cell precursor,"A double negative thymocyte that has a T cell receptor consisting of a gamma chain that has as part a Vgamma3 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-positive. This cell-type is found in the fetal thymus with highest numbers occurring at E17-E18.",
CL_0002219,anchoring trophoblast,A trophoblast found at the junction of the placenta. This cell type makes a unique fibronectin-trophouteronectin junction that helps mediate attachment of the placenta to the uterus. This cell type is also found junction of the chorion layer of the external membranes and the decidua.,
CL_0002251,epithelial cell of alimentary canal,An epithelial cell of the musculomembranous digestive tube extending from the mouth to the anus.,
CL_0002266,type D cell of small intestine,A type D cell of the small intestine.,FMA:268736
CL_0002269,vasoactive intestinal peptide secreting cell,An endocrine cell that secretes vasoactive intestinal peptide.,
CL_0002272,motilin secreting cell,"A cell that secretes motilin, a gastric hormone that at low pH inhibits gastric motor activity, whereas at high pH has a stimulating effect.",
CL_0002300,type-7 epithelial cell of thymus,"A small medullary thymic epithelial cell with a spindle shape, often arranged in groups and connected to each other by large desmosomes and interdigitations. The cytoplasm is sparse, with scanty organelles and thick bundles of cytokeratin.",
CL_0002307,brush border cell of the proximal tubule,A brush border epithelial cell located in the proximal tubule of the kidney that detects fluid flow.,
CL_0002324,myoepithelial cell of mammary gland,A myoepithelial cell that surrounds milk-secreting luminal epithelial cells. This cell type contracts under the stimulation of oxytocin and is attached to the basement membrane by hemidesmosomes and to the adjacent luminal cells by desmosomes. This cell type expresses high level of keratin-14 and is estrogen receptor alpha negative.,CALOHA:TS-2378|FMA:67800
CL_0002329,basal epithelial cell of tracheobronchial tree,An epithelial cell type that lacks the columnar shape typical for other respiratory epithelial cells. This cell type is able to differentiate into other respiratory epithelial cells in response to injury.,
CL_0002330,undifferentiated cell of bronchus epithelium,An undifferentiated columnar cell of the bronchus epithelium,
CL_0002332,ciliated cell of the bronchus,A ciliated cell of the bronchus.,
CL_0002333,neural crest derived fat cell,A fat cell derived from a neural crest cell.,
CL_0002335,brown preadipocyte,"A preadipocyte that is capable of differentiating into a brown adipocyte. This cell type expresses uncoupling protein-1, PPAR-gamma, PR-domain-containing 16; and PGC-1alpha (peroxisome proliferator-activated receptor-gamma (PPARgamma) coactivator-1alpha).",
CL_0002336,buccal mucosa cell,"An endothelial cell that lines the oral cavitiy including the mucosa of the gums, the palate, the lip, and the cheek.",
CL_0002337,keratinocyte stem cell,A stem cell located in the bulge of the hair follicle that can give rise to regenerate the new follicle with each hair cycle and to reepithelialize the epidermis during wound repair.,
CL_0002338,"CD56-positive, CD161-positive immature natural killer cell, human","A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-positive, CD117-positive, CD122-positive,and CD161-positive.",
CL_0002339,prostate stem cell,"A prostate epithelial cell that is CD133-positive, CD44-positive, integrin A2beta3-high. This cell is a stem cell for the prostate epithelium.",
CL_0002341,basal cell of prostate epithelium,An undifferentiated cell of the prostate epithelium that lacks secretory activity.,
CL_0002344,"CD56-negative, CD161-positive immature natural killer cell, human","A natural killer cell that is developmentally immature, has the phenotype CD34-negative, CD56-negative, CD117-positive, CD122-positive,and CD161-positive.",
CL_0002345,"CD27-low, CD11b-low immature natural killer cell, mouse","An immature natural killer cell that is NK1.1-positive, DX5-positive, Ly49-positive, CD27-low and CD11b-low. This cell type is found in high numbers in the liver.",
CL_0002346,"Dx5-negative, NK1.1-positive immature natural killer cell, mouse",An immature natural killer cell that is NK1.1-positive and DX-5 negative.,
CL_0002347,"CD27-high, CD11b-high natural killer cell, mouse",A mature natural killer cell that is CD27-high and CD11b-high. This cell type is capable of interferon-gamma secretion.,
CL_0002348,"CD27-low, CD11b-high natural killer cell, mouse","A CD27-low, CD11b-high natural killer cell that has a higher threshold of activation due to higher expression of inhibitory receptors.",
CL_0002349,"CD27-high, CD11b-low natural killer cell, mouse",A natural killer cell that is CD27-high and CD11b-low.,
CL_0002353,fetal liver hematopoietic progenitor cell,"A hematopoietic stem cell that resides in the fetal liver. In mice, this cell type is first observed at E10.5. This cell type is MHC-positive, HSA-positive, AA4.1-positive, CD45-positive, Sca-1 positive, CD150-positive, CD48-negative and CD244-negative.",
CL_0002355,primitive red blood cell,"A large nucleated basophilic erythrocyte found in mammalian embryos. This cell type arises from the blood islands of yolk sacs and expresses different types of hemoglobins (beta-H1, gamma-1 and zeta) than adult erythrocytes. Considered a type of erythroblast as this cell type can enucleate in circulation.",
CL_0002359,placental hematopoietic stem cell,A hematopoietic stem cell of the placenta. This cell type is first observed E10.5 This cell type may give rise to fetal liver hematopoietic stem cells.,
CL_0002360,AGM hematopoietic stem cell,A hematopoietic stem cell from the aorta-gonad-mesonephros region of the developing embryo. First seen at E10.5 in mouse embryos. May give rise to fetal liver HSC.,
CL_0002361,primitive erythroid progenitor,A progenitor cell that is capable of forming colonies of primitive erythrocytes in the blood island of the yolk sac. First arrive at E7.5 in mouse and expresses CD41.,
CL_0002366,myometrial cell,"A smooth muscle cell of the myometrium that enlarges and stretches during pregnancy, and contracts in response to oxytocin.",BTO:0004519
CL_0002367,trabecular meshwork cell,"A cell that lines the trabecular meshwork, which is an area of tissue in the eye located around the base of the cornea, near the ciliary body, and is responsible for draining the aqueous humor from the eye via the anterior chamber (the chamber on the front of the eye covered by the cornea). This cell may play a role in regulating intraocular pressure.",
CL_0002372,myotube,"A transversely striated, synctial muscle cell, formed by the fusion of myoblasts.",FBbt:00005812
CL_0002373,growth hormone releasing hormone secreting cell,A peptide hormone secreting cell that secretes growth hormone releasing hormone.,
CL_0002378,immature Vgamma2-positive fetal thymocyte,"A double negative thymocyte that has a T cell receptor consisting of a gamma chain containing a Vgamma2 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-positive and is found in the fetal thymus.",
CL_0002382,multinucleate conidium,A conidium that has more than one nucleus.,FAO:0000033
CL_0002383,conidium of conidiophore head,"A uninucleate spore formed on specialized cells or projections, sterigma, of a conidiophore head.",FAO:0000033
CL_0002388,multinucleate arthroconidium,An arthroconidium that has more than one nucleus.,FAO:0000037
CL_0002390,uninucleate blastconidium,A blastoconidium that has only one nucleus.,FAO:0000030
CL_0002394,CD141-positive myeloid dendritic cell,"A myeloid dendritic cell found in the blood, lymph nodes, tonsil, bone marrow, and spleen that is CD141-positive (BDCA-3), XCR1-positive, and Clec9A-positive. This cell-type can cross-present antigen to CD8-positive T cells and can produce inteferon-beta.",
CL_0002395,Gr1-high classical monocyte,"A resident monocyte that is Gr-1 high, CD43-negative, CX3CR1-negative, CD115-positive, and B220-negative.",
CL_0002396,"CD14-low, CD16-positive monocyte",A patrolling monocyte that is CD14-low and CD16-positive.,
CL_0002397,"CD14-positive, CD16-positive monocyte",A CD14-positive monocyte that is also CD16-positive and CCR2-negative.,
CL_0002398,"Gr1-positive, CD43-positive monocyte","An intermediate monocyte that is Gr1-positive, CD43-positive.",
CL_0002399,CD1c-positive myeloid dendritic cell,A myeloid dendritic cell found in the blood that is CD1c-positive.,
CL_0002400,fraction B/C precursor B cell,"A precursor B cell that is AA4-positive, IgM-negative, CD19-positive, CD43-positive and HSA-positive.",
CL_0002401,mature dendritic epithelial T cell precursor,"A thymocyte that has a T cell receptor consisting of a gamma chain that has as part a Vgamma3 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-negative. This cell-type is found in the fetal thymus with highest numbers occurring at E17-E18.",
CL_0002402,Peyer's patch B cell,"A resting mature B cell within the Peyer's patch that is CD19-positive, B220-positive, IgM-positive, AA4-negative, CD23-positive, CD43-negative, and CD5-negative.",
CL_0002403,mature Vgamma2-positive fetal thymocyte,"A thymocyte that has a T cell receptor consisting of a gamma chain containing Vgamma2 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-negative. This cell-type is found in the fetal thymus.",
CL_0002405,gamma-delta thymocyte,"A post-natal thymocyte expressing components of the gamma-delta T cell receptor. This cell type is always double-negative (i.e. CD4-negative, CD8-negative).",
CL_0002406,immature Vgamma2-positive thymocyte,"A double negative post-natal thymocyte that has a T cell receptor consisting of a gamma chain containing a Vgamma2 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-positive.",
CL_0002407,mature Vgamma2-positive thymocyte,"A thymocyte that has a T cell receptor consisting of a gamma chain containing Vgamma2 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-negative.",
CL_0002409,mature Vgamma2-negative thymocyte,"A thymocyte that has a T cell receptor consisting of a gamma chain that does not contain the Vgamma2 segment, and a delta chain. This cell type is CD4-negative, CD8-negative and CD24-negative.",
CL_0002411,"Vgamma1.1-positive, Vdelta6.3-negative thymocyte",A gamma-delta receptor that expresses Vgamma1.1 but does not express Vdelta6.3 chains in the T-cell receptor.,
CL_0002413,"mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte","A Vgamma1.1-positive, Vdelta6.3-negative thymocyte that is CD24-negative.",
CL_0002416,"mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte","A Vgamma1.1-positive, Vdelta6.3-positive thymocyte that is CD24-negative.",
CL_0002417,primitive erythroid lineage cell,An immature or mature cell of the first erythroid lineage to arise during embryonic development.,
CL_0002419,mature T cell,A T cell that expresses a T cell receptor complex and has completed T cell selection.,
CL_0002423,DN2a thymocyte,A DN2 thymocyte that is Kit-hi.,
CL_0002424,DN2b thymocyte,A DN2 thymocyte that is Kit-low.,
CL_0002425,early T lineage precursor,"A pro-T cell that is lin-negative, CD25-negative, CD127-negative, CD44-positive and kit-positive.",
CL_0002426,"CD11b-positive, CD27-positive natural killer cell, mouse",A mature natural killer cell that is CD11b-positive and CD27-positive.,
CL_0002428,double-positive blast,A double-positive thymocyte that is large (i.e. has a high forward scatter signal in flow cytometry) and is actively proliferating.,
CL_0002430,"CD4-intermediate, CD8-positive double-positive thymocyte","A double-positive thymocyte that is undergoing positive selection, has high expression of the alpha-beta T cell receptor, is CD69-positive, and is in the process of down regulating the CD4 co-receptor.",
CL_0002431,"CD4-positive, CD8-intermediate double-positive thymocyte","A double-positive thymocyte that is undergoing positive selection, has high expression of the alpha-beta T cell receptor, is CD69-positive, and is in the process of down regulating the CD8 co-receptor.",
CL_0002432,"CD24-positive, CD4 single-positive thymocyte","A CD4-positive, CD8-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",
CL_0002433,"CD69-positive, CD4-positive single-positive thymocyte","A CD4-positive, CD8-negative thymocyte that expresses high levels of the alpha-beta T cell receptor and is CD69-positive.",
CL_0002434,"CD24-positive, CD8 single-positive thymocyte","A CD8-positive, CD4-negative thymocyte that is CD24-positive and expresses high levels of the alpha-beta T cell receptor.",
CL_0002435,"CD69-positive, CD8-positive single-positive thymocyte","A CD8-positive, CD4-negative thymocyte that expresses high levels of the alpha-beta T cell receptor and is CD69-positive.",
CL_0002436,mature CD4 single-positive thymocyte,"A mature CD4-positive, CD8-negative alpha-beta T cell found in the thymus that is CD24-low and has high expression of the T cell receptor.",
CL_0002437,mature CD8 single-positive thymocyte,"A mature CD8-positive, CD4-negative alpha-beta T cell found in the thymus that is CD24-low and has high expression of the T cell receptor.",
CL_0002439,"NKGA2-positive natural killer cell, mouse",A NK1.1-positive T cell that is NKGA2-positive.,
CL_0002440,"Ly49D-positive natural killer cell, mouse",A NK1.1-positive T cell that is Ly49D-positive.,
CL_0002441,"CD94-positive natural killer cell, mouse",A NK1.1-positive T cell that is CD94-positive.,
CL_0002442,"CD94-negative, Ly49CI-negative natural killer cell, mouse",A NK1.1-positive T cell that is CD94-negative and Ly49Cl-negative.,
CL_0002443,"Ly49CI-positive natural killer cell, mouse",A NK1.1-positive T cell that is Ly49Cl-positive.,
CL_0002444,"Ly49H-positive natural killer cell, mouse",A NK1.1-positive T cell that is Ly49H-positive.,
CL_0002446,"Ly49CI-negative natural killer cell, mouse",A NK1.1-positive T cell that is Ly49Cl-negative.,
CL_0002447,"CD94-negative natural killer cell, mouse",A NK1.1-positive T cell that is CD94-negative.,
CL_0002448,"Ly49H-negative natural killer cell, mouse",A NK1.1-positive T cell that is Ly49H-negative.,
CL_0002449,"CD94-positive Ly49CI-positive natural killer cell, mouse",A NK1.1-positive T cell that is CD94-positive and Ly49Cl-positive.,
CL_0002450,tether cell,A specialized hair cell that has an elongated kinocilium upon which an otolith accretes. The tether cell then anchors the otolith in place.,
CL_0002451,mammary stem cell,"A multi-fate stem cell that is the source of cells for growth of the mammary gland during puberty and gestation. This cell type gives rise to both the luminal and myoepithelial cell types of the gland, and have been shown to have the ability to regenerate the entire organ in mice. This cell type also plays an important role in carcinogenesis of the breast. This cell type is Lin-, CD24-positive, CD29-hi.",
CL_0002454,"Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell","Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell is a conventional dendritic cell that is CD11b-positive, CD4-negative, CD8_alpha-negative and is CD205-positive.",
CL_0002455,CD8_alpha-negative plasmacytoid dendritic cell,A CD11c-low plasmacytoid dendritic cell that is CD8alpha-negative and CD4-positive.,
CL_0002456,CD8_alpha-positive plasmacytoid dendritic cell,A CD11c-low plasmacytoid dendritic cell that is CD8alpha-positive and CD4-positive.,
CL_0002458,langerin-positive dermal dendritic cell,A dermal dendritic cell that is langerin-positive and CD103-positive.,
CL_0002459,langerin-negative dermal dendritic cell,"A dermal dendritic cell that is langerin-negative, CD103-negative, and CD11b-positive.",
CL_0002460,CD8alpha-negative thymic conventional dendritic cell,A conventional thymic dendritic cell that is CD8alpha-negative.,
CL_0002461,CD103-positive dendritic cell,A conventional dendritic cell that is CD103-positive. This cell type is usually found in non-lymphoid tissue.,
CL_0002462,adipose dendritic cell,A F4/80-negative dendritic cell located in adipose tissue.,
CL_0002463,SIRPa-positive adipose dendritic cell,An adipose dendritic cell that is SIRPa-positive.,
CL_0002464,SIRPa-negative adipose dendritic cell,An adipose dendritic cell that is SIRPa-negative.,
CL_0002465,CD11b-positive dendritic cell,A conventional dendritic cell that expresses CD11b (ITGAM).,
CL_0002466,small intestine serosal dendritic cell,"A CD11b-positive dendritic cell located in the serosal portion of the small intestine epithelium. This cell type is CD45-positive, MHC-II-positive, CD11c-low, CD103-negative.",
CL_0002467,Gr1-high myeloid suppressor cell,A myeloid suppressor cell that is Gr1-high and CD11c-negative.,
CL_0002468,Gr1-low myeloid suppressor cell,A myeloid suppressor cell that is Gr1-low and CD11c-positive.,
CL_0002469,MHC-II-negative classical monocyte,Gr1-high monocyte that lacks MHC-II receptor complex.,
CL_0002470,MHC-II-positive classical monocyte,Gr1-high monocyte that has a MHC-II receptor complex.,
CL_0002471,MHC-II-negative non-classical monocyte,Gr1-low non-classical monocyte that lacks expression of a MHC-II complex.,
CL_0002472,MHC-II-low non-classical monocyte,Gr1-low non-classical monocyte that has low to intermediate expression of the MHC-II complex.,
CL_0002473,MHC-II-high non-classical monocyte,Gr1-low non-classical monocyte that has high surface expression of a MHC-II complex.,
CL_0002474,lymphoid MHC-II-negative classical monocyte,"A MHC-II-negative classical monocyte located in lymphoid tissue that is F4/80-positive, CD11c-negative, and CD11b-high.",
CL_0002475,lymphoid MHC-II-negative non-classical monocyte,"A MHC-II-negative classical monocyte located in lymphoid tissue that is F4/80-positive, CD11c-intermediate, and CD11b-high.",
CL_0002476,bone marrow macrophage,"A tissue-resident macrophage located in the bone marrow. This cell type is B220-negative, CD3e-negative, Ly-6C-negative, CD115-positive, F4/80-positive.",BTO:0004732
CL_0002478,F4/80-negative adipose macrophage,An adipose macrophage that does not express F4/80but is MHC-II-positive. This cell type exhibits autofluorescence under typical flow cyometry conditions.,
CL_0002479,F4/80-positive adipose macrophage,An adipose macrophage that does not express MHC-II but is F4/80-positive.,
CL_0002480,nasal mucosa goblet cell,A goblet cell located in the nasal epithelium.,MP:0002262
CL_0002482,dermal melanocyte,A melanocyte that produces pigment in the dermis.,
CL_0002484,epithelial melanocyte,A melanocyte that produces pigment in the epithelium.,
CL_0002486,strial intermediate cell,A melanocyte located between the epithelial marginal cell layer and the mesodermal basal cell layer within the intrastrial space; the predominant cellular component of the electrogenic machinery that generates an endocochlear potential (80-100 mV) .,
CL_0002487,cutaneous/subcutaneous mechanoreceptor cell,A neuronal receptor that respond to mechanical pressure or distortion in the skin.,
CL_0002491,auditory epithelial cell,A specialized cell involved in auditory sensory perception.,
CL_0002493,strial basal cell,A polarized cell that is juxtaposed to fibrocytes in the underlying spiral ligament. This cell type secretes potassium ions derived from fibrocytes through gap junctions.,
CL_0002495,fetal cardiomyocyte,A fetal and neonatal heart cell that undergoes proliferation and is not yet terminally differentiated into a binucleate or a multinucleate cardiac myocyte.,
CL_0002497,primary trophoblast giant cell,A trophoblast giant cell derived from the mural trophectoderm.,EMAPA:16066
CL_0002504,enteric smooth muscle cell,A smooth muscle cell of the intestine.,
CL_0002505,liver CD103-negative dendritic cell,"A CD11b-positive dendritic cell that is CD11b-high, CD45-positive, MHC-II-positive and CD103-negative.",
CL_0002506,liver CD103-positive dendritic cell,"A CD11b-positive dendritic cell that is CD11b-low, CD45-positive, MHC-II-high and CD103-positive that is located in the liver.",
CL_0002507,langerin-positive lymph node dendritic cell,"A dermal dendritic cell isolated from skin draining lymph nodes that is langerin-positive, MHC-II-positive, and CD4-negative and CD8a-negative.",
CL_0002508,"langerin-negative, CD103-negative lymph node dendritic cell","A dermal dendritic cell isolated from skin draining lymph nodes that is langerin-negative, MHC-II-positive, and CD4-negative and CD8a-negative.",
CL_0002509,"CD103-positive, langerin-positive lymph node dendritic cell",A langerin-positive lymph node dendritic cell that is CD103-positive and CD11b-low.,
CL_0002510,"CD103-negative, langerin-positive lymph node dendritic cell",A langerin-positive lymph node dendritic cell that is CD103-negative and CD11b-high.,
CL_0002511,"CD11b-low, CD103-negative, langerin-negative lymph node dendritic cell",A langerin-negative lymph node dendritic cell that is CD103-negative and CD11b-low.,
CL_0002512,"CD11b-high, CD103-negative, langerin-negative lymph node dendritic cell",A langerin-negative lymph node dendritic cell that is CD103-negative and CD11b-high.,
CL_0002513,Vgamma5-positive CD8alpha alpha positive gamma-delta intraepithelial T cell,A CD8alpha alpha positive gamma-delta intraepithelial T cell that expresses a TCR encoded in part by the Vgamma5 gene segment.,
CL_0002514,Vgamma5-negative CD8alpha alpha positive gamma-delta intraepithelial T cell,A CD8alpha alpha positive gamma-delta intraepithelial T cell that does not express a TCR partially encoded by the Vgamma5 gene segment.,
CL_0002515,interrenal norepinephrine type cell,An interrenal chromaffin cell found in teleosts that contain heterogeneous vesicles with electron-dense granules located asymmetrically within the vesicular membrane.,
CL_0002516,interrenal chromaffin cell,A chromaffin cell interspersed among the interrenal epithelial layer of the anterior kidney of teloest fish.,
CL_0002517,interrenal epinephrin secreting cell,"An interrenal chromaffin cell found in teleosts that contain small, homogeneous electron-lucent granules that are separated from the vesicular membrane by a visible halo.",
CL_0002519,interrenal epithelial cell,An interrenal epithelial kidney cell is an epithelial cell found in the anterior kidney of teleosts fish. This cell type is arranged in layers around the posterior cardinal vein and contains many mitochondria with tubulovesicular cristae. Interrenal chromaffin cells are interspersed among the tissue layer created by this cell type.,
CL_0002521,subcutaneous fat cell,A fat cell that is part of subcutaneous adipose tissue.,
CL_0002522,renal filtration cell,"A renal filtration cell is a specialized cell of the renal system that filter fluids by charge, size or both.",
CL_0002523,mesonephric podocyte,"A specialized epithelial cell that contains ""feet"" that interdigitate with the ""feet"" of other glomerular epithelial cells in the mesonephros.",
CL_0002524,disseminated nephrocyte,A disseminated nephrocyte is a nephrocyte that filters hemolymph and is found at scattered locations in the fat body or other tissues.,
CL_0002525,metanephric podocyte,"A specialized epithelial cell that contains ""feet"" that interdigitate with the ""feet"" of other glomerular epithelial cells in the metanephros.",
CL_0002526,CD14-positive dermal dendritic cell,A dermal dendritic cell that is CD1a-negative and CD14-positive.,
CL_0002527,immature CD14-positive dermal dendritic cell,"An immature CD14-positive dermal dendritic cell is CD80-low, CD86-low, and MHCII-low.",
CL_0002529,CD1a-positive dermal dendritic cell,A dermal dendritic cell that is CD1a-positive and CD14-negative.,
CL_0002530,immature CD1a-positive dermal dendritic cell,"An immature CD1a-positive dermal dendritic cell is CD80-low, CD86-low, and MHCII-low.",
CL_0002531,mature CD1a-positive dermal dendritic cell,"A mature CD1a-positive dermal dendritic cell is CD80-high, CD83-positive, CD86-high, and MHCII-high.",
CL_0002532,CD16-positive myeloid dendritic cell,A myeloid dendritic cell found in the blood that is CD16-positive.,
CL_0002533,immature CD16-positive myeloid dendritic cell,"An immature CD16-positive myeloid dendritic cell is CD80-low, CD86-low, and MHCII-low.",
CL_0002534,mature CD16-positive myeloid dendritic cell,"A mature CD16-positive myeloid dendritic cell is CD80-high, CD83-positive, CD86-high, and MHCII-high.",
CL_0002536,epithelial cell of amnion,An epithelial cell that is part of the amnion.,
CL_0002537,amnion mesenchymal stem cell,A mesenchymal stem cell of the amnion membrane.,
CL_0002540,mesenchymal stem cell of the bone marrow,A mesenchymal stem cell that is part of the bone marrow.,
CL_0002541,chorionic membrane mesenchymal stem cell,A mesenchymal stem cell of the chorionic membrane.,
CL_0002544,aortic endothelial cell,An arterial endothelial cell that is part of the aorta endothelium.,BTO:0003245|CALOHA:TS-0047
CL_0002546,embryonic blood vessel endothelial progenitor cell,An endothelial progenitor cell that participates in angiogenesis during development.,
CL_0002547,fibroblast of the aortic adventitia,A fibroblast of the aortic adventitia.,
CL_0002548,fibroblast of cardiac tissue,A fibroblast that is part of the heart.,
CL_0002553,fibroblast of lung,A fibroblast that is part of lung.,BTO:0000764|CALOHA:TS-0575
CL_0002554,fibroblast of lymphatic vessel,A fibroblast of the lymphatic system.,
CL_0002555,fibroblast of mammary gland,A fibroblast that is part of the mammary gland.,
CL_0002556,fibroblast of periodontium,A fibroblast of the periodontium.,
CL_0002563,intestinal epithelial cell,An epithelial cell of the intestine.,
CL_0002565,iris pigment epithelial cell,A pigment cell located in the epithelium of the iris.,
CL_0002567,light melanocyte,A melanocyte that appears lighter in color.,
CL_0002568,mesenchymal stem cell of Wharton's jelly,A mesenchymal stem cell that is part of Wharton's jelly.,
CL_0002569,mesenchymal stem cell of umbilical cord,A mesenchymal stem cell of the umbilical cord.,
CL_0002570,mesenchymal stem cell of adipose tissue,A mesenchymal stem cell of adipose tissue.,
CL_0002571,hepatic mesenchymal stem cell,A mesenchymal stem cell of liver.,
CL_0002572,vertebral mesenchymal stem cell,A mesenchymal stem cell of the vertebrae.,
CL_0002576,perineural cell,A myofibroblast that lies in the connective tissue of the spinal cord that has a distinctly lamellar arrangement.,
CL_0002577,placental epithelial cell,An epithelial cell of the placenta.,
CL_0002578,mesenteric preadipocyte,A preadipocyte found in mesenteric tissue.,
CL_0002580,preadipocyte of the breast,A preadipocyte that is part of the breast.,
CL_0002582,visceral preadipocyte,A preadipocyte that is part of visceral tissue.,
CL_0002583,subcutaneous preadipocyte,A preadipocyte that is part of subcutaneous tissue.,
CL_0002585,retinal blood vessel endothelial cell,A blood vessel endothelial cell that is part of the retina.,
CL_0002588,smooth muscle cell of the umbilical vein,A smooth muscle cell of the umbilical vein.,
CL_0002589,smooth muscle cell of the brachiocephalic vasculature,A smooth muscle cell of the bachiocephalic vasculature.,
CL_0002590,smooth muscle cell of the brain vasculature,A vascular associated smooth muscle cell of the brain vasculature.,
CL_0002592,smooth muscle cell of the coronary artery,A smooth muscle cell of the coronary artery.,
CL_0002593,smooth muscle cell of the internal thoracic artery,A smooth muscle of the internal thoracic artery.,
CL_0002594,smooth muscle cell of the umbilical artery,A smooth muscle cell of the umbilical artery.,
CL_0002596,smooth muscle cell of the carotid artery,Smooth muscle cell of the carotid artery.,
CL_0002600,smooth muscle cell of trachea,A smooth muscle cell of the trachea.,
CL_0002601,uterine smooth muscle cell,A smooth muscle cell of the uterus.,
CL_0002603,astrocyte of the cerebellum,An astrocyte of the cerebellum.,
CL_0002607,migratory enteric neural crest cell,A neural crest cell that gives rise to cells of the enteric nervous system.,
CL_0002608,hippocampal neuron,A neuron of the hippocampus.,
CL_0002610,raphe nuclei neuron,A neuron of the raphe nuclei.,
CL_0002612,neuron of the ventral spinal cord,A neuron of the ventral spinal cord.,
CL_0002613,striatum neuron,A neuron of the striatum.,
CL_0002614,neuron of the substantia nigra,A neuron of the substantia nigra.,
CL_0002618,endothelial cell of umbilical vein,An endothelial cell of the umbilical vein.,BTO:0004296
CL_0002622,prostate stromal cell,A stromal cell of the prostate.,BTO:0003972
CL_0002624,paneth cell of the appendix,A paneth cell of the appendix.,
CL_0002625,seminiferous tubule epithelial cell,A cell of the seminiferous tubule epithelium.,
CL_0002626,immature astrocyte,An immature astrocyte.,
CL_0002627,mature astrocyte,A mature astrocyte that is capable of producing cytokines.,
CL_0002628,immature microglial cell,An immature microglial cell with a ramified morphology.,
CL_0002630,actinomycete-type spore,A spore formed from bacteria in the order Actinomycetales.,
CL_0002633,respiratory basal cell,A basal cell in the respiratory tract.,
CL_0002634,epithelial cell of anal column,An epithelial cell of the anal column.,
CL_0002638,bronchioalveolar stem cell,A respiratory stem cell found at the junction of the terminal (conductive) bronchiole and the respiratory bronchiole. This cell types gives rise to alveolar cell types and club cells in response to lung injury. This cell type expresses markers Scgb1a1 and Sftpc.,
CL_0002653,squamous endothelial cell,A endothelial cell of the venule that is squamous shaped. This is in contrast to the cubodial shape of high endothelial venule cells.,
CL_0002667,type 5 otic fibrocyte,An otic fibrocyte that resides above the stria vasularis and is part of a mesenchymal gap junction network that regulates ionic homeostasis of the endolymph.,
CL_0002671,endothelial stalk cell,An endothelial stalk cell is a specialized endothelial cell that follows behind the tip cell of an angiogenic sprout.,
CL_0002674,H minus,A S. pombe mating type determined by the mat1-Mc and mat1-Mi on the mat1 locus.,
CL_0002675,H plus,A S. pombe cell type determined by mat1-Pc and mat1-Pi on the mat1 locus.,
CL_0002676,neural crest derived neuroblast,A neuroblast derived from a neural crest cell.,
CL_0002677,naive regulatory T cell,A regulatory T cell that has not encountered antigen.,
CL_0002678,memory regulatory T cell,"A CD4-positive, CD25-positive alpha-beta regulatory T cell that has encountered antigen.",
CL_0002679,natural helper lymphocyte,"A lymphocyte found in adipose tissue that lacks lineage markers of other lymphocytes but is capable of mediating TH2 cytokine responses. This cell type is found in fat associated lymphoid clusters, proliferates in response to IL2 and produce large amounts of TH2 cytokines such as IL5, IL6 and IL13",
CL_0002680,PP cell of intestine,A PP cell found in intestine.,
CL_0005001,iridoblast,A non-terminally differentiated cell that originates from the neural crest and differentiates into an iridophore.,
CL_0005003,leucoblast,A non-terminally differentiated cell that originates from the neural crest and differentiates into a leucophore.,
CL_0005004,pigment erythroblast,A non-terminally differentiated cell that originates from the neural crest and differentiates into an erythrophore.,
CL_0005009,renal principal cell,A cuboidal epithelial cell of the kidney which regulates sodium and potassium balance. The activity of sodium and potassium channels on the apical membrane of the cell is regulated by aldosterone and vasopressin. In mammals this cell type is located in the renal collecting duct system.,
CL_0005011,renal alpha-intercalated cell,A cuboidal epithelial cell of the kidney which secretes acid and reabsorbs base to regulate acid/base balance.,
CL_0005013,single ciliated epithelial cell,A ciliated epithelial cell with a single cilium.,
CL_0005014,auditory epithelial supporting cell,A non-sensory cell that extends from the basement membrane to the apical surface of the auditory epithelium and provides support for auditory hair cells.,
CL_0005018,ghrelin secreting cell,"A cell that secretes ghrelin, the peptide hormone that stimulates hunger.",
CL_0005019,pancreatic epsilon cell,Ghrelin secreting cells found in the endocrine pancreas.,
